分类,标签名字,标签别名,标签描述,对应系统,版本,开始时间,版本描述,置信度,覆盖量,更新频率,生成规则,时间窗口,Hive库表列,HBase的库表组列,mob_id,枚举值,枚举值中文,枚举值英文
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","借贷App安装量	","borrowing	","统计类标签：该tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;borrowing	",";;;	","F0001	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","银行App安装量	","bank	","统计类标签：该tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;bank	",";;;	","F0002	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","投资App安装量	","investment	","统计类标签：该tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;investment	",";;;	","F0003	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","理财App安装量	","finaces	","统计类标签：该tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;finaces	",";;;	","F0004	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","证券App安装量	","securities	","统计类标签：该tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;securities	",";;;	","F0005	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","保险App安装量	","insurance	","统计类标签：该tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;insurance	",";;;	","F0006	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","信用卡App安装量	","credit_card	","统计类标签：该tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;credit_card	",";;;	","F0007	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","金融类App安装量	","total	","统计类标签：该类tag下在装app的个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;total	",";;;	","F0008	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP在装量	","金融类App安装量占比	","percent	","统计类标签：该类tag下在装app的个数/总在装app个数	","Android	","1000	","	","	","	","	","每周	","	","时间窗口40天	","rp_mobdi_app;rp_device_financial_installed_profile;percent	",";;;	","F0009	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP新装量	","借贷App新安装量(近7天)	","borrowing	","统计类标签：近7天该tag下新安装app的个数	","Android	","1000	","	","	","	","	","每日	","时间窗内新安装借贷App个数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_install_profile;borrowing	",";;;	","F1001	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP新装量	","银行App新安装量(近7天)	","bank	","统计类标签：近7天该tag下新安装app的个数	","Android	","1000	","	","	","	","	","每日	","时间窗内新安装银行App个数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_install_profile;bank	",";;;	","F1002	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP新装量	","投资App新安装量(近7天)	","investment	","统计类标签：近7天该tag下新安装app的个数	","Android	","1000	","	","	","	","	","每日	","时间窗内新安装投资App个数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_install_profile;investment	",";;;	","F1003	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP新装量	","理财App新安装量(近7天)	","finaces	","统计类标签：近7天该tag下新安装app的个数	","Android	","1000	","	","	","	","	","每日	","时间窗内新安装理财App个数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_install_profile;finaces	",";;;	","F1004	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP新装量	","证券App新安装量(近7天)	","securities	","统计类标签：近7天该tag下新安装app的个数	","Android	","1000	","	","	","	","	","每日	","时间窗内新安装证券App个数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_install_profile;securities	",";;;	","F1005	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP新装量	","保险App新安装量(近7天)	","insurance	","统计类标签：近7天该tag下新安装app的个数	","Android	","1000	","	","	","	","	","每日	","时间窗内新安装保险App个数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_install_profile;insurance	",";;;	","F1006	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP新装量	","金融类App新安装量(近7天)	","total	","统计类标签：近7天该类tag下新安装app的个数	","Android	","1000	","	","	","	","	","每日	","时间窗内新安装金融类App个数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_install_profile;total	",";;;	","F1007	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","保险关注度(近30天)	","insurance	","统计类标签：近30天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的保险标签活跃天数	","时间窗口30天	","rp_mobdi_app;rp_device_financial_active_month_profile;insurance	",";;;	","F1008	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","借贷关注度(近30天)	","borrowing	","统计类标签：近30天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的借贷标签活跃天数	","时间窗口30天	","rp_mobdi_app;rp_device_financial_active_month_profile;borrowing	",";;;	","F1009	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","银行关注度(近30天)	","bank	","统计类标签：近30天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的银行标签活跃天数	","时间窗口30天	","rp_mobdi_app;rp_device_financial_active_month_profile;bank	",";;;	","F1010	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","投资关注度(近30天)	","investment	","统计类标签：近30天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的投资标签活跃天数	","时间窗口30天	","rp_mobdi_app;rp_device_financial_active_month_profile;investment	",";;;	","F1011	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","证券关注度(近30天)	","securities	","统计类标签：近30天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的证券标签活跃天数	","时间窗口30天	","rp_mobdi_app;rp_device_financial_active_month_profile;securities	",";;;	","F1012	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","理财关注度(近30天)	","finaces	","统计类标签：近30天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的理财标签活跃天数	","时间窗口30天	","rp_mobdi_app;rp_device_financial_active_month_profile;finaces	",";;;	","F1013	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","金融类关注度(近30天)	","total	","统计类标签：近30天该类tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内金融类标签的活跃天数	","时间窗口30天	","rp_mobdi_app;rp_device_financial_active_month_profile;total	",";;;	","F1014	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","保险关注度(近90天)	","insurance	","统计类标签：近90天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的保险标签活跃天数	","时间窗口90天	","rp_mobdi_app;rp_device_financial_active_3month_profile;insurance	",";;;	","F1015	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","借贷关注度(近90天)	","borrowing	","统计类标签：近90天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的借贷标签活跃天数	","时间窗口90天	","rp_mobdi_app;rp_device_financial_active_3month_profile;borrowing	",";;;	","F1016	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","银行关注度(近90天)	","bank	","统计类标签：近90天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的银行标签活跃天数	","时间窗口90天	","rp_mobdi_app;rp_device_financial_active_3month_profile;bank	",";;;	","F1017	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","投资关注度(近90天)	","investment	","统计类标签：近90天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的投资标签活跃天数	","时间窗口90天	","rp_mobdi_app;rp_device_financial_active_3month_profile;investment	",";;;	","F1018	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","证券关注度(近90天)	","securities	","统计类标签：近90天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的证券标签活跃天数	","时间窗口90天	","rp_mobdi_app;rp_device_financial_active_3month_profile;securities	",";;;	","F1019	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","理财关注度(近90天)	","finaces	","统计类标签：近90天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的理财标签活跃天数	","时间窗口90天	","rp_mobdi_app;rp_device_financial_active_3month_profile;finaces	",";;;	","F1020	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","金融类关注度(近90天)	","total	","统计类标签：近90天该类tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内金融类标签的活跃天数	","时间窗口90天	","rp_mobdi_app;rp_device_financial_active_3month_profile;total	",";;;	","F1021	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","保险关注度(近7天)	","insurance	","统计类标签：近7天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的保险标签活跃天数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_active_week_profile;insurance	",";;;	","F1022	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","借贷关注度(近7天)	","borrowing	","统计类标签：近7天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的借贷标签活跃天数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_active_week_profile;borrowing	",";;;	","F1023	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","银行关注度(近7天)	","bank	","统计类标签：近7天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的银行标签活跃天数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_active_week_profile;bank	",";;;	","F1024	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","投资关注度(近7天)	","investment	","统计类标签：近7天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的投资标签活跃天数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_active_week_profile;investment	",";;;	","F1025	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","证券关注度(近7天)	","securities	","统计类标签：近7天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的证券标签活跃天数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_active_week_profile;securities	",";;;	","F1026	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","理财关注度(近7天)	","finaces	","统计类标签：近7天该tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内的理财标签活跃天数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_active_week_profile;finaces	",";;;	","F1027	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP活跃	","金融类关注度(近7天)	","total	","统计类标签：近7天该类tag的活跃天数	","Android	","1000	","	","	","	","	","每日	","时间窗内金融类标签的活跃天数	","时间窗口7天	","rp_mobdi_app;rp_device_financial_active_week_profile;total	",";;;	","F1028	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","保险slope	","insurance_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天保险标签的活跃天数-前一日近七天保险标签的活跃天数+1）/(前一日近七天保险标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;insurance_slope	",";;;	","F1029	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","借贷slope	","borrowing_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天借贷标签的活跃天数-前一日近七天借贷标签的活跃天数+1）/(前一日近七天借贷标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;borrowing_slope	",";;;	","F1030	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","银行slope	","bank_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天银行标签的活跃天数-前一日近七天银行标签的活跃天数+1）/(前一日近七天银行标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;bank_slope	",";;;	","F1031	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","投资slope	","investment_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天投资标签的活跃天数-前一日近七天投资标签的活跃天数+1）/(前一日近七天投资标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;investment_slope	",";;;	","F1032	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","证券slope	","securities_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天证券标签的活跃天数-前一日近七天证券标签的活跃天数+1）/(前一日近七天证券标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;securities_slope	",";;;	","F1033	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","理财slope	","finaces_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天理财标签的活跃天数-前一日近七天理财标签的活跃天数+1）/(前一日近七天理财标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;finaces_slope	",";;;	","F1034	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","金融类slope	","total_slope	","统计类标签：（近七天该类tag的活跃天数-前一日近七天该类tag的活跃天数+1）/(前一日近七天该类tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天金融类s标签的活跃天数-前一日近七天金融类s标签的活跃天数+1）/(前一日近七天金融类标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;total_slope	",";;;	","F1035	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内新安装P2P借贷?个数	","feature;1_0_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","先给app打好分类，然后按照设备使用app的行为进行计算(人工分拣的分类，每个app只有一个分类)	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_7';timewindow='7';flag=0	",";;;	","MD0024	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内新安装P2P借贷?个数	","feature;1_0_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_14';timewindow='14';flag=0	",";;;	","MD0025	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内新安装P2P借贷?个数	","feature;1_0_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_30';timewindow='30';flag=0	",";;;	","MD0026	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内新安装P2P借贷?个数	","feature;1_0_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_90';timewindow='90';flag=0	",";;;	","MD0027	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内P2P借贷?活跃天数	","feature;1_3_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_7';timewindow='7';flag=3	",";;;	","MD0028	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内P2P借贷?活跃天数	","feature;1_3_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_14';timewindow='14';flag=3	",";;;	","MD0029	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内P2P借贷?活跃天数	","feature;1_3_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_30';timewindow='30';flag=3	",";;;	","MD002A	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内P2P借贷?活跃天数	","feature;1_3_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_90';timewindow='90';flag=3	",";;;	","MD002B	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内安装过P2P借贷?个数	","feature;1_4_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_7';timewindow='7';flag=4	",";;;	","MD002C	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内安装过P2P借贷?个数	","feature;1_4_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_14';timewindow='14';flag=4	",";;;	","MD002D	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内安装过P2P借贷?个数	","feature;1_4_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_30';timewindow='30';flag=4	",";;;	","MD002E	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内安装过P2P借贷?个数	","feature;1_4_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_90';timewindow='90';flag=4	",";;;	","MD002F	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内P2P借贷?累计活跃天数	","feature;1_5_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_7';timewindow='7';flag=5	",";;;	","MD002G	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内P2P借贷?累计活跃天数	","feature;1_5_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_14';timewindow='14';flag=5	",";;;	","MD002H	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内P2P借贷?累计活跃天数	","feature;1_5_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_30';timewindow='30';flag=5	",";;;	","MD002I	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内P2P借贷?累计活跃天数	","feature;1_5_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_90';timewindow='90';flag=5	",";;;	","MD002J	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内新安装信用卡?个数	","feature;2_0_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_7';timewindow='7';flag=0	",";;;	","MD002K	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内新安装信用卡?个数	","feature;2_0_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_14';timewindow='14';flag=0	",";;;	","MD002L	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内新安装信用卡?个数	","feature;2_0_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_30';timewindow='30';flag=0	",";;;	","MD002M	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","90天内新安装信用卡?个数	","feature;2_0_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_90';timewindow='90';flag=0	",";;;	","MD002N	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内信用卡?活跃天数	","feature;2_3_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_7';timewindow='7';flag=3	",";;;	","MD002O	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内信用卡?活跃天数	","feature;2_3_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_14';timewindow='14';flag=3	",";;;	","MD002P	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内信用卡?活跃天数	","feature;2_3_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_30';timewindow='30';flag=3	",";;;	","MD002Q	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","90天内信用卡?活跃天数	","feature;2_3_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_90';timewindow='90';flag=3	",";;;	","MD002R	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内安装过信用卡?个数	","feature;2_4_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_7';timewindow='7';flag=4	",";;;	","MD002S	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内安装过信用卡?个数	","feature;2_4_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_14';timewindow='14';flag=4	",";;;	","MD002T	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内安装过信用卡?个数	","feature;2_4_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_30';timewindow='30';flag=4	",";;;	","MD002U	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","90天内安装过信用卡?个数	","feature;2_4_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_90';timewindow='90';flag=4	",";;;	","MD002V	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内信用卡?累计活跃天数	","feature;2_5_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_5_7';timewindow='7';flag=5	",";;;	","MD002W	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内信用卡?累计活跃天数	","feature;2_5_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_5_14';timewindow='14';flag=5	",";;;	","MD002X	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内信用卡?累计活跃天数	","feature;2_5_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_5_30';timewindow='30';flag=5	",";;;	","MD002Y	"," 	"," 	"," 	"
